PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),Cluster_Assignment
691.0,471.0,1552.0,698.0,357.0,0
697.0,455.0,1726.0,698.0,318.0,0
697.0,437.0,1705.0,702.0,325.0,0
716.0,473.0,1595.0,734.0,343.0,0
791.0,598.0,1186.0,802.0,608.0,0
804.0,630.0,1188.0,806.0,712.0,0
1093.0,1098.0,782.0,1221.0,1173.0,2
1179.0,1390.0,567.0,1453.0,1459.0,1
951.0,953.0,812.0,1022.0,1055.0,2
882.0,826.0,952.0,910.0,799.0,0
897.0,845.0,942.0,943.0,787.0,0
949.0,965.0,860.0,1041.0,892.0,2
896.0,891.0,921.0,935.0,766.0,0
908.0,886.0,922.0,947.0,835.0,0
959.0,924.0,899.0,993.0,897.0,0
994.0,1005.0,832.0,1054.0,1009.0,2
1081.0,1202.0,691.0,1230.0,1250.0,2
1081.0,1164.0,705.0,1171.0,1283.0,2
1175.0,1248.0,661.0,1308.0,1377.0,2
1123.0,1110.0,732.0,1152.0,1322.0,2
1032.0,952.0,833.0,1025.0,1198.0,2
927.0,805.0,965.0,918.0,1007.0,0
952.0,838.0,948.0,937.0,976.0,0
987.0,883.0,913.0,949.0,1013.0,0
902.0,761.0,1048.0,872.0,868.0,0
833.0,648.0,1135.0,814.0,760.0,0
776.0,525.0,1391.0,770.0,585.0,0
812.0,541.0,1309.0,774.0,616.0,0
821.0,563.0,1270.0,807.0,678.0,0
932.0,701.0,944.0,875.0,936.0,0
1069.0,931.0,782.0,1054.0,1110.0,2
1137.0,1066.0,681.0,1151.0,1258.0,2
1009.0,926.0,791.0,1015.0,1080.0,2
962.0,877.0,841.0,969.0,949.0,2
972.0,909.0,827.0,1012.0,894.0,2
968.0,920.0,831.0,991.0,882.0,2
939.0,902.0,884.0,969.0,872.0,0
901.0,843.0,1061.0,907.0,751.0,0
975.0,938.0,874.0,989.0,928.0,2
1028.0,1025.0,774.0,1024.0,1160.0,2
998.0,972.0,806.0,984.0,1090.0,2
1094.0,1105.0,708.0,1086.0,1274.0,2
1128.0,1161.0,672.0,1163.0,1340.0,2
1111.0,1030.0,751.0,1033.0,1271.0,2
1121.0,1023.0,725.0,1053.0,1354.0,2
956.0,796.0,915.0,861.0,1084.0,0
973.0,785.0,916.0,883.0,1086.0,0
952.0,790.0,921.0,896.0,1038.0,0
969.0,773.0,889.0,914.0,1064.0,0
919.0,693.0,955.0,882.0,979.0,0
874.0,657.0,985.0,867.0,930.0,0
806.0,554.0,1206.0,807.0,783.0,0
874.0,623.0,1096.0,847.0,831.0,0
961.0,779.0,917.0,960.0,983.0,0
1195.0,1096.0,668.0,1166.0,1315.0,2
1184.0,1148.0,651.0,1178.0,1389.0,2
1135.0,1076.0,685.0,1120.0,1396.0,2
1211.0,1177.0,620.0,1221.0,1585.0,2
1228.0,1178.0,621.0,1202.0,1628.0,1
1247.0,1188.0,598.0,1237.0,1692.0,1
1336.0,1256.0,567.0,1320.0,1828.0,1
1205.0,1079.0,652.0,1168.0,1476.0,2
1305.0,1238.0,565.0,1325.0,1640.0,1
1568.0,1528.0,455.0,1661.0,2046.0,1
1630.0,1622.0,421.0,1757.0,2238.0,1
1704.0,1689.0,402.0,1820.0,2480.0,1
1701.0,1692.0,402.0,1832.0,2415.0,1
1564.0,1462.0,472.0,1574.0,2181.0,1
1441.0,1314.0,517.0,1389.0,2051.0,1
1376.0,1209.0,549.0,1283.0,2041.0,1
1412.0,1216.0,543.0,1300.0,2059.0,1
1352.0,1137.0,567.0,1234.0,2016.0,1
1285.0,1052.0,605.0,1164.0,1967.0,1
1263.0,997.0,625.0,1140.0,1960.0,1
1200.0,929.0,664.0,1082.0,1847.0,2
1187.0,931.0,669.0,1093.0,1792.0,2
1166.0,909.0,691.0,1079.0,1680.0,2
1209.0,958.0,666.0,1124.0,1662.0,2
1349.0,1136.0,575.0,1299.0,1810.0,1
1458.0,1307.0,497.0,1483.0,2103.0,1
1462.0,1263.0,510.0,1421.0,2082.0,1
1448.0,1263.0,511.0,1428.0,1971.0,1
1419.0,1254.0,524.0,1406.0,1950.0,1
1561.0,1425.0,465.0,1624.0,2101.0,1
1558.0,1375.0,471.0,1563.0,2112.0,1
1438.0,1208.0,528.0,1405.0,1962.0,1
1532.0,1356.0,474.0,1610.0,2033.0,1
1522.0,1337.0,479.0,1578.0,2034.0,1
1514.0,1338.0,474.0,1598.0,2018.0,1
1505.0,1168.0,525.0,1447.0,2066.0,1
1458.0,1123.0,540.0,1395.0,2030.0,1
1431.0,1100.0,553.0,1385.0,1913.0,1
1366.0,1027.0,583.0,1328.0,1901.0,1
1332.0,997.0,601.0,1304.0,1783.0,1
1243.0,924.0,648.0,1250.0,1534.0,2
1251.0,924.0,644.0,1246.0,1568.0,2
1259.0,944.0,631.0,1267.0,1622.0,2
1268.0,926.0,645.0,1247.0,1628.0,2
1288.0,956.0,623.0,1272.0,1553.0,2
1410.0,1015.0,594.0,1319.0,1769.0,1
1374.0,999.0,598.0,1316.0,1776.0,1
1458.0,1090.0,553.0,1383.0,1898.0,1
1609.0,1243.0,505.0,1491.0,2100.0,1
1424.0,1090.0,566.0,1351.0,1896.0,1
1331.0,966.0,633.0,1266.0,1745.0,1
1434.0,1093.0,561.0,1366.0,1893.0,1
1542.0,1161.0,531.0,1435.0,1972.0,1
1651.0,1234.0,501.0,1513.0,2020.0,1
1633.0,1240.0,496.0,1555.0,1906.0,1
1739.0,1333.0,460.0,1689.0,1832.0,1
1523.0,1132.0,541.0,1488.0,1470.0,1
1543.0,1174.0,521.0,1542.0,1494.0,1
1469.0,1086.0,564.0,1485.0,1394.0,1
1271.0,886.0,688.0,1321.0,1113.0,2
1161.0,810.0,775.0,1281.0,958.0,2
1053.0,680.0,890.0,1166.0,807.0,0
916.0,541.0,1143.0,1064.0,536.0,0
900.0,522.0,1242.0,1070.0,471.0,0
855.0,479.0,1319.0,1068.0,450.0,0
848.0,464.0,1425.0,1062.0,438.0,0
873.0,485.0,1305.0,1083.0,512.0,0
945.0,569.0,1140.0,1135.0,632.0,0
1003.0,618.0,1003.0,1159.0,754.0,0
1041.0,659.0,908.0,1188.0,792.0,0
1036.0,685.0,942.0,1168.0,776.0,0
1124.0,799.0,775.0,1231.0,969.0,2
1130.0,803.0,772.0,1230.0,975.0,2
991.0,632.0,981.0,1114.0,637.0,0
988.0,596.0,1056.0,1118.0,541.0,0
1163.0,801.0,772.0,1288.0,876.0,2
1226.0,853.0,725.0,1307.0,1029.0,2
1286.0,942.0,687.0,1362.0,1103.0,2
1423.0,1116.0,553.0,1531.0,1369.0,1
1408.0,1088.0,560.0,1504.0,1381.0,1
1178.0,866.0,700.0,1342.0,1094.0,2
985.0,701.0,877.0,1187.0,835.0,0
1113.0,776.0,828.0,1217.0,881.0,2
1178.0,873.0,700.0,1328.0,987.0,2
1024.0,705.0,876.0,1168.0,807.0,0
954.0,630.0,988.0,1107.0,664.0,0
875.0,548.0,1165.0,1049.0,525.0,0
877.0,526.0,1171.0,1023.0,496.0,0
826.0,465.0,1322.0,978.0,433.0,0
862.0,535.0,1193.0,1020.0,524.0,0
938.0,653.0,970.0,1100.0,747.0,0
1205.0,943.0,688.0,1361.0,1052.0,2
1171.0,978.0,637.0,1374.0,1092.0,2
1131.0,926.0,684.0,1324.0,1036.0,2
1074.0,832.0,748.0,1230.0,934.0,2
1062.0,822.0,764.0,1228.0,917.0,2
1045.0,800.0,796.0,1193.0,839.0,2
1034.0,763.0,840.0,1192.0,761.0,2
1186.0,899.0,695.0,1332.0,926.0,2
1256.0,996.0,625.0,1417.0,1104.0,2
1138.0,854.0,735.0,1276.0,911.0,2
1138.0,891.0,721.0,1295.0,918.0,2
1114.0,899.0,710.0,1279.0,948.0,2
1107.0,905.0,705.0,1288.0,966.0,2
1117.0,876.0,706.0,1264.0,1057.0,2
1090.0,812.0,753.0,1213.0,1001.0,2
954.0,665.0,916.0,1119.0,777.0,0
987.0,715.0,884.0,1145.0,797.0,0
969.0,659.0,945.0,1082.0,691.0,0
939.0,648.0,949.0,1084.0,680.0,0
961.0,654.0,925.0,1084.0,755.0,0
916.0,623.0,962.0,1064.0,725.0,0
835.0,484.0,1266.0,961.0,432.0,0
885.0,572.0,1081.0,1031.0,612.0,0
1088.0,839.0,760.0,1236.0,951.0,2
1358.0,1158.0,529.0,1537.0,1326.0,1
1456.0,1389.0,443.0,1808.0,1504.0,1
1274.0,1159.0,545.0,1493.0,1326.0,1
1092.0,946.0,691.0,1234.0,1043.0,2
1111.0,993.0,662.0,1287.0,1058.0,2
1177.0,1143.0,574.0,1443.0,1205.0,2
1199.0,1138.0,581.0,1452.0,1203.0,2
1121.0,1003.0,656.0,1323.0,1058.0,2
1252.0,1164.0,559.0,1474.0,1257.0,2
1233.0,1144.0,575.0,1436.0,1271.0,2
1215.0,1063.0,616.0,1370.0,1214.0,2
1193.0,1020.0,645.0,1340.0,1135.0,2
1195.0,1026.0,637.0,1342.0,1150.0,2
1301.0,1080.0,579.0,1435.0,1248.0,2
1126.0,828.0,722.0,1250.0,955.0,2
1013.0,687.0,872.0,1135.0,726.0,0
982.0,645.0,922.0,1107.0,708.0,0
970.0,642.0,922.0,1107.0,704.0,0
959.0,637.0,958.0,1107.0,667.0,0
925.0,598.0,978.0,1079.0,662.0,0
847.0,502.0,1198.0,1020.0,508.0,0
885.0,534.0,1144.0,1036.0,529.0,0
883.0,549.0,1019.0,1025.0,607.0,0
892.0,587.0,1070.0,1041.0,623.0,0
970.0,678.0,916.0,1101.0,732.0,0
904.0,644.0,949.0,1036.0,697.0,0
919.0,652.0,953.0,1045.0,712.0,0
929.0,668.0,937.0,1054.0,696.0,0
938.0,729.0,874.0,1060.0,702.0,0
971.0,786.0,812.0,1086.0,796.0,0
914.0,739.0,870.0,1025.0,714.0,0
892.0,719.0,918.0,1019.0,635.0,0
913.0,735.0,905.0,1024.0,706.0,0
928.0,759.0,871.0,1040.0,775.0,0
1035.0,941.0,734.0,1175.0,965.0,2
1033.0,939.0,729.0,1159.0,979.0,2
990.0,865.0,764.0,1130.0,902.0,2
934.0,750.0,891.0,1035.0,798.0,0
881.0,670.0,979.0,978.0,697.0,0
855.0,631.0,1033.0,932.0,626.0,0
832.0,598.0,1122.0,912.0,537.0,0
848.0,639.0,1057.0,929.0,574.0,0
806.0,567.0,1163.0,878.0,490.0,0
796.0,545.0,1210.0,853.0,450.0,0
777.0,493.0,1247.0,828.0,438.0,0
785.0,505.0,1226.0,829.0,428.0,0
766.0,470.0,1317.0,810.0,404.0,0
808.0,534.0,1243.0,853.0,480.0,0
975.0,822.0,852.0,1049.0,876.0,0
943.0,816.0,828.0,1033.0,868.0,0
886.0,764.0,920.0,946.0,740.0,0
861.0,716.0,973.0,921.0,628.0,0
881.0,734.0,961.0,925.0,636.0,0
855.0,741.0,965.0,901.0,616.0,0
855.0,725.0,983.0,898.0,613.0,0
844.0,689.0,1040.0,867.0,545.0,0
900.0,794.0,906.0,930.0,710.0,0
883.0,751.0,962.0,922.0,661.0,0
994.0,903.0,781.0,1079.0,922.0,2
927.0,774.0,883.0,976.0,755.0,0
1078.0,987.0,718.0,1152.0,1015.0,2
952.0,788.0,849.0,1018.0,876.0,0
882.0,660.0,991.0,922.0,727.0,0
924.0,724.0,946.0,969.0,781.0,0
987.0,823.0,827.0,1027.0,893.0,2
930.0,752.0,889.0,981.0,820.0,0
861.0,654.0,995.0,919.0,632.0,0
783.0,522.0,1241.0,832.0,458.0,0
744.0,431.0,1539.0,778.0,345.0,0
753.0,426.0,1568.0,792.0,337.0,0
787.0,452.0,1400.0,823.0,370.0,0
820.0,506.0,1221.0,871.0,466.0,0
840.0,552.0,1152.0,893.0,510.0,0
897.0,656.0,953.0,964.0,641.0,0
989.0,793.0,815.0,1052.0,862.0,0
909.0,737.0,909.0,941.0,753.0,0
865.0,697.0,1002.0,883.0,589.0,0
924.0,821.0,899.0,955.0,704.0,0
912.0,794.0,885.0,943.0,731.0,0
872.0,717.0,991.0,882.0,592.0,0
917.0,794.0,907.0,946.0,740.0,0
962.0,883.0,818.0,996.0,896.0,2
932.0,817.0,883.0,942.0,854.0,0
930.0,781.0,933.0,906.0,866.0,0
962.0,780.0,919.0,909.0,884.0,0
974.0,790.0,915.0,895.0,951.0,0
1055.0,791.0,845.0,936.0,1195.0,2
1003.0,744.0,882.0,899.0,1138.0,0
1046.0,724.0,848.0,898.0,1201.0,2
1275.0,930.0,649.0,1024.0,1617.0,2
1173.0,878.0,738.0,1002.0,1355.0,2
1163.0,881.0,748.0,1001.0,1296.0,2
1054.0,791.0,830.0,967.0,1131.0,2
1004.0,753.0,879.0,942.0,1036.0,0
1001.0,777.0,859.0,954.0,1009.0,0
974.0,736.0,888.0,945.0,966.0,0
915.0,653.0,973.0,905.0,901.0,0
939.0,649.0,996.0,897.0,879.0,0
973.0,748.0,878.0,968.0,991.0,0
1011.0,782.0,846.0,992.0,1019.0,2
1097.0,875.0,778.0,1080.0,1151.0,2
1149.0,914.0,742.0,1072.0,1242.0,2
1117.0,934.0,721.0,1075.0,1206.0,2
1085.0,896.0,760.0,1049.0,1138.0,2
1102.0,885.0,772.0,1051.0,1142.0,2
1281.0,1053.0,659.0,1192.0,1438.0,2
1472.0,1198.0,555.0,1344.0,1735.0,1
1328.0,1029.0,637.0,1188.0,1611.0,2
1198.0,897.0,720.0,1072.0,1436.0,2
1176.0,905.0,718.0,1104.0,1389.0,2
1118.0,830.0,765.0,1058.0,1313.0,2
1091.0,773.0,820.0,1003.0,1232.0,2
1078.0,775.0,809.0,1012.0,1195.0,2
1043.0,726.0,875.0,972.0,1107.0,2
992.0,685.0,916.0,963.0,1035.0,0
1004.0,739.0,868.0,1004.0,1030.0,0
947.0,673.0,929.0,974.0,929.0,0
923.0,634.0,984.0,943.0,875.0,0
911.0,613.0,992.0,934.0,861.0,0
924.0,629.0,994.0,941.0,852.0,0
954.0,674.0,940.0,981.0,891.0,0
960.0,704.0,887.0,1003.0,947.0,0
1016.0,760.0,835.0,1044.0,1016.0,2
1139.0,879.0,753.0,1092.0,1201.0,2
1130.0,860.0,752.0,1058.0,1218.0,2
1237.0,962.0,685.0,1138.0,1385.0,2
1159.0,837.0,742.0,1087.0,1311.0,2
1124.0,790.0,791.0,1071.0,1206.0,2
1312.0,998.0,640.0,1249.0,1473.0,2
1246.0,936.0,665.0,1182.0,1460.0,2
1232.0,931.0,674.0,1171.0,1627.0,2
1286.0,996.0,644.0,1217.0,1827.0,1
1347.0,1084.0,582.0,1290.0,2004.0,1
1135.0,792.0,727.0,1170.0,1151.0,2
1188.0,901.0,657.0,1261.0,1185.0,2
1242.0,921.0,626.0,1219.0,1374.0,2
1219.0,889.0,649.0,1186.0,1405.0,2
1187.0,850.0,653.0,1169.0,1383.0,2
1225.0,904.0,644.0,1194.0,1460.0,2
1333.0,1019.0,576.0,1275.0,1612.0,1
1489.0,1193.0,497.0,1475.0,1776.0,1
1596.0,1341.0,436.0,1672.0,1991.0,1
1585.0,1277.0,456.0,1567.0,1944.0,1
1674.0,1376.0,438.0,1643.0,2098.0,1
1741.0,1438.0,416.0,1741.0,2159.0,1
1680.0,1434.0,417.0,1790.0,2005.0,1
1295.0,1090.0,553.0,1479.0,1441.0,1
1288.0,1112.0,560.0,1492.0,1380.0,1
1281.0,1111.0,553.0,1483.0,1409.0,1
1310.0,1099.0,559.0,1481.0,1445.0,1
1276.0,1099.0,559.0,1504.0,1388.0,1
1312.0,1148.0,532.0,1525.0,1411.0,1
1332.0,1146.0,539.0,1523.0,1377.0,1
1248.0,1046.0,588.0,1404.0,1316.0,2
1182.0,947.0,643.0,1334.0,1210.0,2
1059.0,810.0,764.0,1200.0,1002.0,2
1056.0,795.0,783.0,1187.0,896.0,2
1064.0,785.0,769.0,1184.0,946.0,2
1059.0,783.0,781.0,1188.0,877.0,2
991.0,681.0,874.0,1125.0,718.0,0
950.0,622.0,960.0,1093.0,643.0,0
1005.0,679.0,875.0,1120.0,745.0,0
939.0,568.0,1037.0,1054.0,656.0,0
961.0,629.0,1011.0,1114.0,682.0,0
1017.0,712.0,827.0,1147.0,829.0,0
1108.0,823.0,720.0,1247.0,961.0,2
1122.0,803.0,733.0,1225.0,960.0,2
1099.0,826.0,739.0,1223.0,940.0,2
1124.0,805.0,726.0,1233.0,938.0,2
1186.0,921.0,660.0,1310.0,1040.0,2
1096.0,819.0,733.0,1238.0,904.0,2
1120.0,829.0,725.0,1259.0,910.0,2
1185.0,893.0,666.0,1312.0,1011.0,2
1173.0,885.0,685.0,1288.0,1038.0,2
1221.0,935.0,642.0,1323.0,1144.0,2
1330.0,1063.0,578.0,1419.0,1352.0,2
1325.0,1027.0,591.0,1394.0,1365.0,2
1195.0,915.0,666.0,1295.0,1245.0,2
1150.0,869.0,694.0,1252.0,1203.0,2
1145.0,806.0,736.0,1207.0,1120.0,2
1041.0,729.0,819.0,1130.0,972.0,2
1032.0,687.0,867.0,1109.0,878.0,0
1010.0,661.0,881.0,1100.0,853.0,0
951.0,620.0,938.0,1077.0,779.0,0
944.0,617.0,944.0,1039.0,766.0,0
862.0,540.0,1110.0,999.0,670.0,0
909.0,567.0,1049.0,993.0,694.0,0
965.0,659.0,973.0,1059.0,739.0,0
1102.0,884.0,719.0,1218.0,940.0,2
1226.0,1157.0,552.0,1464.0,1201.0,2
1132.0,950.0,659.0,1253.0,1106.0,2
1183.0,1013.0,632.0,1306.0,1186.0,2
1211.0,998.0,605.0,1298.0,1302.0,2
1253.0,1030.0,590.0,1351.0,1368.0,2
1311.0,1088.0,563.0,1402.0,1452.0,1
1341.0,1142.0,536.0,1454.0,1537.0,1
1432.0,1195.0,509.0,1513.0,1651.0,1
1404.0,1195.0,499.0,1501.0,1623.0,1
1493.0,1337.0,466.0,1638.0,1742.0,1
1478.0,1357.0,473.0,1652.0,1639.0,1
1411.0,1311.0,487.0,1589.0,1537.0,1
1387.0,1231.0,523.0,1487.0,1463.0,1
1306.0,1161.0,557.0,1407.0,1379.0,1
1232.0,1035.0,623.0,1296.0,1256.0,2
1277.0,1085.0,589.0,1329.0,1344.0,2
1063.0,843.0,762.0,1125.0,1089.0,2
991.0,744.0,863.0,1069.0,949.0,0
989.0,701.0,871.0,1049.0,933.0,0
972.0,674.0,926.0,1032.0,882.0,0
973.0,675.0,903.0,1029.0,905.0,0
985.0,691.0,878.0,1056.0,902.0,0
1020.0,736.0,854.0,1069.0,923.0,0
1192.0,978.0,638.0,1273.0,1210.0,2
1325.0,1140.0,542.0,1403.0,1468.0,1
1219.0,1026.0,604.0,1311.0,1329.0,2
1195.0,992.0,632.0,1251.0,1295.0,2
1230.0,1020.0,605.0,1301.0,1365.0,2
1312.0,1087.0,567.0,1393.0,1452.0,1
1387.0,1127.0,530.0,1430.0,1615.0,1
1375.0,1076.0,555.0,1377.0,1599.0,1
1532.0,1265.0,482.0,1578.0,1777.0,1
1531.0,1235.0,484.0,1541.0,1742.0,1
1479.0,1196.0,498.0,1511.0,1739.0,1
1521.0,1208.0,497.0,1549.0,1770.0,1
1616.0,1363.0,442.0,1701.0,1918.0,1
1371.0,1105.0,553.0,1429.0,1581.0,1
1198.0,943.0,647.0,1307.0,1291.0,2
1102.0,813.0,764.0,1204.0,1000.0,2
1120.0,826.0,750.0,1222.0,974.0,2
1093.0,789.0,771.0,1206.0,949.0,2
1112.0,791.0,764.0,1216.0,934.0,2
986.0,674.0,883.0,1137.0,730.0,0
934.0,609.0,976.0,1094.0,581.0,0
919.0,571.0,1017.0,1082.0,521.0,0
929.0,556.0,1035.0,1094.0,575.0,0
919.0,552.0,1063.0,1080.0,522.0,0
944.0,586.0,977.0,1090.0,586.0,0
943.0,580.0,980.0,1074.0,566.0,0
1036.0,683.0,846.0,1144.0,693.0,0
1168.0,797.0,698.0,1235.0,1022.0,2
1232.0,903.0,626.0,1313.0,1152.0,2
1236.0,901.0,628.0,1311.0,1108.0,2
1278.0,1070.0,557.0,1479.0,1110.0,2
1369.0,1242.0,476.0,1669.0,1306.0,1
1182.0,929.0,648.0,1324.0,1029.0,2
1210.0,933.0,648.0,1327.0,1094.0,2
1316.0,1121.0,548.0,1488.0,1282.0,1
1221.0,952.0,641.0,1334.0,1147.0,2
1260.0,1034.0,588.0,1402.0,1208.0,2
1231.0,962.0,625.0,1348.0,1192.0,2
1115.0,804.0,734.0,1220.0,1136.0,2
1180.0,877.0,680.0,1297.0,1131.0,2
1174.0,873.0,672.0,1300.0,1071.0,2
1178.0,876.0,666.0,1319.0,1059.0,2
1052.0,704.0,807.0,1210.0,909.0,2
998.0,591.0,937.0,1147.0,820.0,0
960.0,532.0,1059.0,1122.0,724.0,0
958.0,571.0,998.0,1138.0,707.0,0
989.0,650.0,900.0,1171.0,768.0,0
1162.0,843.0,685.0,1336.0,1027.0,2
1523.0,1324.0,451.0,1776.0,1502.0,1
1511.0,1334.0,433.0,1804.0,1606.0,1
1420.0,1183.0,488.0,1626.0,1520.0,1
1413.0,1193.0,484.0,1598.0,1566.0,1
1335.0,1141.0,512.0,1536.0,1501.0,1
1451.0,1298.0,452.0,1744.0,1634.0,1
1410.0,1276.0,459.0,1701.0,1587.0,1
1429.0,1277.0,456.0,1721.0,1560.0,1
1409.0,1223.0,475.0,1640.0,1538.0,1
1372.0,1210.0,484.0,1629.0,1491.0,1
1366.0,1213.0,489.0,1611.0,1469.0,1
1365.0,1192.0,492.0,1593.0,1486.0,1
1385.0,1218.0,478.0,1620.0,1494.0,1
1361.0,1137.0,503.0,1526.0,1471.0,1
1312.0,1047.0,545.0,1430.0,1399.0,1
1177.0,871.0,660.0,1292.0,1192.0,2
1205.0,888.0,647.0,1292.0,1187.0,2
1114.0,757.0,744.0,1204.0,1070.0,2
1047.0,708.0,816.0,1167.0,949.0,2
982.0,592.0,953.0,1106.0,830.0,0
992.0,644.0,899.0,1128.0,854.0,0
977.0,629.0,908.0,1129.0,835.0,0
1047.0,671.0,863.0,1147.0,887.0,0
1126.0,775.0,760.0,1205.0,1019.0,2
1474.0,1268.0,502.0,1677.0,1503.0,1
1526.0,1466.0,415.0,1855.0,1687.0,1
1386.0,1158.0,518.0,1485.0,1553.0,1
1392.0,1166.0,519.0,1488.0,1624.0,1
1363.0,1192.0,499.0,1501.0,1637.0,1
1331.0,1184.0,507.0,1508.0,1533.0,1
1401.0,1261.0,479.0,1580.0,1577.0,1
1374.0,1239.0,483.0,1569.0,1532.0,1
1436.0,1299.0,451.0,1616.0,1621.0,1
1386.0,1228.0,479.0,1546.0,1578.0,1
1419.0,1277.0,459.0,1603.0,1631.0,1
1428.0,1288.0,465.0,1580.0,1629.0,1
1508.0,1416.0,418.0,1773.0,1733.0,1
1438.0,1251.0,470.0,1593.0,1622.0,1
1415.0,1197.0,486.0,1539.0,1597.0,1
1433.0,1186.0,479.0,1497.0,1738.0,1
1208.0,964.0,602.0,1305.0,1350.0,2
1280.0,1029.0,564.0,1366.0,1363.0,2
1174.0,942.0,626.0,1296.0,1262.0,2
1022.0,729.0,803.0,1139.0,1034.0,2
1002.0,722.0,807.0,1161.0,998.0,2
1018.0,746.0,800.0,1171.0,958.0,2
1095.0,868.0,676.0,1241.0,1078.0,2
1182.0,951.0,634.0,1327.0,1143.0,2
1478.0,1234.0,470.0,1606.0,1551.0,1
1515.0,1298.0,434.0,1706.0,1669.0,1
1488.0,1286.0,452.0,1648.0,1766.0,1
1383.0,1196.0,497.0,1514.0,1717.0,1
1383.0,1218.0,497.0,1506.0,1738.0,1
1337.0,1231.0,505.0,1518.0,1611.0,1
1243.0,1155.0,546.0,1473.0,1398.0,1
1304.0,1244.0,507.0,1558.0,1497.0,1
1284.0,1216.0,522.0,1545.0,1415.0,1
1303.0,1226.0,521.0,1554.0,1457.0,1
1461.0,1440.0,440.0,1806.0,1669.0,1
1517.0,1512.0,421.0,1902.0,1740.0,1
1526.0,1492.0,428.0,1883.0,1770.0,1
1495.0,1386.0,457.0,1736.0,1734.0,1
1333.0,1154.0,534.0,1441.0,1647.0,1
1216.0,1020.0,605.0,1337.0,1379.0,2
1232.0,1032.0,599.0,1347.0,1331.0,2
1181.0,985.0,629.0,1312.0,1240.0,2
1042.0,814.0,746.0,1167.0,1036.0,2
1027.0,824.0,753.0,1171.0,969.0,2
915.0,695.0,883.0,1094.0,826.0,0
891.0,666.0,931.0,1058.0,798.0,0
937.0,694.0,915.0,1054.0,817.0,0
1086.0,901.0,715.0,1216.0,1055.0,2
1326.0,1190.0,531.0,1509.0,1391.0,1
1469.0,1403.0,452.0,1780.0,1665.0,1
1321.0,1170.0,532.0,1488.0,1539.0,1
1396.0,1196.0,524.0,1492.0,1653.0,1
1270.0,1077.0,583.0,1353.0,1586.0,1
1189.0,1025.0,626.0,1316.0,1332.0,2
1227.0,1081.0,570.0,1396.0,1369.0,2
1266.0,1118.0,564.0,1410.0,1373.0,2
1277.0,1175.0,531.0,1480.0,1397.0,1
1438.0,1295.0,470.0,1620.0,1577.0,1
1523.0,1470.0,414.0,1811.0,1783.0,1
1384.0,1290.0,475.0,1571.0,1568.0,1
1283.0,1093.0,581.0,1354.0,1356.0,2
1304.0,1085.0,571.0,1385.0,1419.0,1
1126.0,880.0,690.0,1202.0,1177.0,2
1141.0,892.0,686.0,1213.0,1141.0,2
1183.0,930.0,669.0,1210.0,1179.0,2
1090.0,830.0,744.0,1125.0,1056.0,2
1032.0,736.0,809.0,1064.0,973.0,2
940.0,691.0,877.0,1036.0,827.0,0
981.0,721.0,866.0,1059.0,836.0,0
1104.0,851.0,687.0,1101.0,1085.0,2
989.0,762.0,793.0,1076.0,959.0,2
1079.0,869.0,732.0,1160.0,1039.0,2
1472.0,1418.0,459.0,1681.0,1554.0,1
1313.0,1206.0,513.0,1469.0,1546.0,1
1363.0,1229.0,515.0,1490.0,1638.0,1
1347.0,1212.0,527.0,1443.0,1568.0,1
1240.0,1140.0,567.0,1388.0,1433.0,2
1280.0,1222.0,526.0,1519.0,1452.0,1
1210.0,1151.0,569.0,1428.0,1345.0,2
1216.0,1134.0,566.0,1403.0,1336.0,2
1320.0,1207.0,535.0,1498.0,1442.0,1
1477.0,1412.0,450.0,1704.0,1748.0,1
1500.0,1458.0,428.0,1750.0,1776.0,1
1512.0,1463.0,435.0,1720.0,1802.0,1
1496.0,1447.0,435.0,1710.0,1796.0,1
1360.0,1246.0,513.0,1504.0,1600.0,1
1024.0,819.0,782.0,1101.0,1083.0,2
1094.0,845.0,780.0,1127.0,1064.0,2
1111.0,877.0,735.0,1142.0,1104.0,2
1097.0,878.0,737.0,1140.0,1053.0,2
1051.0,820.0,778.0,1087.0,1009.0,2
979.0,767.0,827.0,1041.0,908.0,0
978.0,756.0,834.0,1015.0,878.0,0
902.0,659.0,940.0,972.0,800.0,0
957.0,641.0,1013.0,940.0,784.0,0
973.0,728.0,902.0,1004.0,854.0,0
1074.0,967.0,703.0,1201.0,1065.0,2
1115.0,1012.0,650.0,1230.0,1161.0,2
1136.0,1001.0,653.0,1216.0,1192.0,2
1128.0,977.0,673.0,1199.0,1202.0,2
1196.0,1035.0,633.0,1259.0,1338.0,2
1267.0,1166.0,567.0,1382.0,1505.0,1
1355.0,1244.0,536.0,1454.0,1715.0,1
1194.0,1061.0,622.0,1257.0,1473.0,2
1188.0,1029.0,635.0,1243.0,1433.0,2
1279.0,1154.0,573.0,1391.0,1544.0,1
1361.0,1223.0,525.0,1454.0,1648.0,1
1474.0,1319.0,496.0,1524.0,1784.0,1
1235.0,1078.0,616.0,1265.0,1519.0,2
1289.0,1140.0,590.0,1317.0,1532.0,1
1124.0,910.0,717.0,1112.0,1340.0,2
1231.0,1017.0,655.0,1207.0,1414.0,2
1289.0,1104.0,623.0,1257.0,1499.0,2
